INDEX,SPMCODE,Collector_no,Alt_Coll_No,TAXA-Current_determination,Collection_date,Collectors,OWNER,Country,State_Province_Region_territory,substate,substateRank,Site,Protected,habitat,associates,DBH-cm,Height-m,plantAttributesOther,Determination_HIST_PIPED,Determined_by,Determined_date,determination_reasoning_notes,sourceInstitution,livingCollectionsNumber,OrigSourceInfo,Original Source- Cultivated,latitude.orig,longitude.orig,Elevation-USETHIS,coordinatesSource,photos,Collecting_Extracting_notes,Project,DNA_location,voucher1,voucher2,voucher3,otherVouchers,MOR_Acc_Num,SPM_voucher,Voucher_Notes,Mira used for:,Wild_Arb_GH_Collected,latitude_georef,longitude_georef,Georeference_source,country-georef,state_province_georef,County_georef,City_georef,HYB-SEQ-EXTRACT,Hyb-SEQ subproject,HYB-SEQ Sequenced On,Hyb-SEQ_filename1,Hyb-SEQ_filename2,HYB-SEQ notes,HYB-SEQ_BioProject,Hyb-SEQ-SRA_library_ID,SRA_biosample_accession,HYB-SEQ SRA_title_correct_LOCALITY_INFO,Lookup-SUBGENUS-by-CurrentTAXA,LOOKUP-section-by-currentTAXA,Lookup-CLADE0by-CurrentTAXA,GABE-TEMP
1863,QUE001863,OK-MG282,,Quercus macrocarpa,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Osage,County,"Pawhuska, Tallgrass Prairie Preserve",,Open prairie on edge of woods,,,,,Quercus macrocarpa Michx.,,,,,,,,36.84504,-96.42526,1030 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186778,MOR<USA-IL>: Garner & Desmond OK-MG282,,DNA Barcoding,wild,36.84504,-96.42526,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001248,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001248_S1_L001_R1_001.fastq.gz,OAK-MOR-001248_S1_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001863
1866,QUE001866,OK-MG285,,Quercus macrocarpa,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Osage,County,"Pawhuska, Tallgrass Prairie Preserve",,edge of prairie/ oak savanna,,,,,Quercus macrocarpa Michx.,,,,,,,,36.84474,-96.42621,995 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185378,MOR<USA-IL>: Garner & Desmond OK-MG285,,Rangewide,wild,36.84474,-96.42621,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001375,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001375_S79_L001_R1_001.fastq.gz,OAK-MOR-001375_S79_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001866
1870,QUE001870,OK-MG289,,Quercus macrocarpa,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Osage,County,"Pawhuska, Tallgrass Prairie Preserve",,edge of prairie,,,,,Quercus macrocarpa Michx.,,,,,,,,36.84435,-96.42725,1012 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185344,MOR<USA-IL>: Garner & Desmond OK-MG289,,Rangewide,wild,36.84435,-96.42725,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001376,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001376_S80_L001_R1_001.fastq.gz,OAK-MOR-001376_S80_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001870
1871,QUE001871,OK-MG290,,Quercus stellata,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Osage,County,"Pawhuska, Tallgrass Prairie Preserve",,edge of prairie,,,,,Quercus stellata Wangenh.,,,,,,,,36.84354,-96.42920,1032 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185824,MOR<USA-IL>: Garner & Desmond OK-MG290,,Rangewide,wild,36.84354,-96.42920,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001377,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001377_S17_L001_R1_001.fastq.gz,OAK-MOR-001377_S17_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus stellata from USA:Oklahoma,subg. Quercus,Quercus,Stellatae,QUE001871
1877,QUE001877,OK-MG346,,Quercus stellata,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Osage,County,"Pawhuska, Tallgrass Prairie Preserve",,near research station,,,,,Quercus stellata Wangenh.,,,,,,,,36.84541,-96.41918,1065 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185817,MOR<USA-IL>: Garner & Desmond OK-MG346,,Rangewide,wild,36.84541,-96.41918,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001378,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001378_S18_L001_R1_001.fastq.gz,OAK-MOR-001378_S18_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus stellata from USA:Oklahoma,subg. Quercus,Quercus,Stellatae,QUE001877
1878,QUE001878,OK-MG347,,Quercus macrocarpa,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Tulsa,County,"Tulsa, Mohawk Park",,"roadside, wooded area",,,,,Quercus macrocarpa Michx.,,,,,,,,36.21070,-95.89476,565 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185818,MOR<USA-IL>: Garner & Desmond OK-MG347,,Rangewide,wild,36.21070,-95.89476,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001379,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001379_S19_L001_R1_001.fastq.gz,OAK-MOR-001379_S19_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001878
1880,QUE001880,OK-MG349,,Quercus macrocarpa,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Tulsa,County,"Tulsa, Mohawk Park",,mowed park,,,,,Quercus macrocarpa Michx.,,,,,,,,36.22040,-95.89845,613 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,186776,MOR<USA-IL>: Garner & Desmond OK-MG349,,DNA Barcoding,wild,36.22040,-95.89845,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001258,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001258_S13_L001_R1_001.fastq.gz,OAK-MOR-001258_S13_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001880
1882,QUE001882,OK-MG351,,Quercus macrocarpa,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Tulsa,County,"Tulsa, Mohawk Park",,mowed park,,,,,Quercus macrocarpa Michx.,,,,,,,,36.22064,-95.89876,551 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185820,MOR<USA-IL>: Garner & Desmond OK-MG351,,Rangewide,wild,36.22064,-95.89876,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001380,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001380_S20_L001_R1_001.fastq.gz,OAK-MOR-001380_S20_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001882
1884,QUE001884,OK-MG353,,Quercus alba,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Tulsa,County,"Tulsa, Mohawk Park",,mowed park,,,,,Quercus alba L.,,,,,,,,36.21813,-95.89998,614 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185821,MOR<USA-IL>: Garner & Desmond OK-MG353,,DNA Barcoding,wild,36.21813,-95.89998,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001259,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001259_S4_L001_R1_001.fastq.gz,OAK-MOR-001259_S4_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Oklahoma,subg. Quercus,Quercus,Albae,QUE001884
1885,QUE001885,OK-MG354,,Quercus alba,6/20/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Tulsa,County,"Tulsa, Mohawk Park",,mowed park,,,,,Quercus alba L.,,,,,,,,36.21812,-95.90014,613 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185822,MOR<USA-IL>: Garner & Desmond OK-MG354,,Rangewide,wild,36.21812,-95.90014,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001381,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001381_S21_L001_R1_001.fastq.gz,OAK-MOR-001381_S21_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Oklahoma,subg. Quercus,Quercus,Albae,QUE001885
1886,QUE001886,OK-MG355,,Quercus macrocarpa,6/21/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Caddo,County,"Hinton, Red Rock Canyon State Park",,"roadside, edge of riparian area",,,,,Quercus muehlenbergii Engelm.|Quercus macrocarpa,Hipp,3/9/21,molecularDet,,,,,35.45351,-98.35412,1548 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185823,MOR<USA-IL>: Garner & Desmond OK-MG355,,Rangewide,wild,35.45351,-98.35412,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001382,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001382_S22_L001_R1_001.fastq.gz,OAK-MOR-001382_S22_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001886
1893,QUE001893,OK-MG362,,Quercus muehlenbergii,6/21/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Caddo,County,"Hinton, Red Rock Canyon State Park",,roadside,,,,,Quercus muehlenbergii Engelm.,,,,,,,,35.44809,-98.35347,1509 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184997,MOR<USA-IL>: Garner & Desmond OK-MG362,,DNA Barcoding,wild,35.44809,-98.35347,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001249,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001249_S12_L001_R1_001.fastq.gz,OAK-MOR-001249_S12_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001893
1894,QUE001894,OK-MG363,,Quercus macrocarpa,6/21/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Caddo,County,"Hinton, Red Rock Canyon State Park",,woody edge of picnic area,,,,,Quercus macrocarpa Michx.,,,,,,,,35.44376,-98.35451,1501 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184998,MOR<USA-IL>: Garner & Desmond OK-MG363,,DNA Barcoding,wild,35.44376,-98.35451,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001250,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001250_S2_L001_R1_001.fastq.gz,OAK-MOR-001250_S2_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001894
1898,QUE001898,OK-MG367,,Quercus muehlenbergii,6/21/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Caddo,County,"Hinton, Red Rock Canyon State Park",,roadside near canyon,,,,,Quercus muehlenbergii Engelm.,,,,,,,,35.44085,-98.35471,1498 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185002,MOR<USA-IL>: Garner & Desmond OK-MG367,,Rangewide,wild,35.44085,-98.35471,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001383,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001383_S23_L001_R1_001.fastq.gz,OAK-MOR-001383_S23_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001898
1900,QUE001900,OK-MG369,,Quercus macrocarpa,6/21/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Caddo,County,"Hinton, Red Rock Canyon State Park",,mowed area near playground,,,,,Quercus macrocarpa Michx.,,,,,,,,35.43874,-98.35495,1488 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185379,MOR<USA-IL>: Garner & Desmond OK-MG369,,Rangewide,wild,35.43874,-98.35495,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001384,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001384_S24_L001_R1_001.fastq.gz,OAK-MOR-001384_S24_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001900
1902,QUE001902,OK-MG371,,Quercus macrocarpa,6/21/17,"Mira Garner, Sara Desmond",HIPP,USA,Oklahoma,Caddo,County,"Hinton, Red Rock Canyon State Park",,mowed area near playground,,,,,Quercus macrocarpa Michx.,,,,,,,,35.43854,-98.35497,1480 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185381,MOR<USA-IL>: Garner & Desmond OK-MG371,,Rangewide,wild,35.43854,-98.35497,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001385,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001385_S25_L001_R1_001.fastq.gz,OAK-MOR-001385_S25_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001902
1904,QUE001904,OK-MG373,,Quercus macrocarpa,6/21/17,"Mira Garner, Sara Desmond, Abigail Moore",HIPP,USA,Oklahoma,Cleveland,County,"Norman, Oliver's Woods, University of Oklahoma campus",,woods,,,,,Quercus macrocarpa Michx.,,,,,,,,35.17705,-97.44921,1228 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185383,MOR<USA-IL>: Garner et al. OK-MG373,,Rangewide,wild,35.17705,-97.44921,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001386,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001386_S26_L001_R1_001.fastq.gz,OAK-MOR-001386_S26_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001904
1907,QUE001907,OK-MG376,,Quercus macrocarpa,6/21/17,"Mira Garner, Sara Desmond, Abigail Moore",HIPP,USA,Oklahoma,Cleveland,County,"Norman, Oliver's Woods, University of Oklahoma campus",,woods,,,,,Quercus macrocarpa Michx.,,,,,,,,35.17688,-97.44970,1210 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185386,MOR<USA-IL>: Garner et al. OK-MG376,,DNA Barcoding,wild,35.17688,-97.44970,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001260,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001260_S14_L001_R1_001.fastq.gz,OAK-MOR-001260_S14_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001907
1912,QUE001912,OK-MG381,,Quercus macrocarpa,6/21/17,"Mira Garner, Sara Desmond, Abigail Moore",HIPP,USA,Oklahoma,Cleveland,County,"Norman, Oliver's Woods, University of Oklahoma campus",,woods,,,,,Quercus macrocarpa Michx.,,,,,,,,35.17722,-97.45003,1151 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185389,MOR<USA-IL>: Garner et al. OK-MG381,,Rangewide,wild,35.17722,-97.45003,NA-Wild collected,USA,Oklahoma,,,OAK-MOR-001387,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001387_S27_L001_R1_001.fastq.gz,OAK-MOR-001387_S27_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Oklahoma,subg. Quercus,Quercus,Prinoideae,QUE001912
1915,QUE001915,AR-MG384,,Quercus stellata,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,near covered bridge,,,,,Quercus stellata Wangenh.,,,,,,,,34.80412,-92.32674,291 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,185392,MOR<USA-IL>: Garner et al. AR-MG384,,DNA Barcoding,wild,34.80412,-92.32674,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001252,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001252_S15_L001_R1_001.fastq.gz,OAK-MOR-001252_S15_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus stellata from USA:Arkansas,subg. Quercus,Quercus,Stellatae,QUE001915
1916,QUE001916,AR-MG385,,Quercus macrocarpa,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,Near bridge over creek,,,,,Quercus macrocarpa Michx.,,,,,,,,34.80384,-92.32634,331 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184680,MOR<USA-IL>: Garner et al. AR-MG385,,DNA Barcoding,wild,34.80384,-92.32634,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001253,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001253_S4_L001_R1_001.fastq.gz,OAK-MOR-001253_S4_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Arkansas,subg. Quercus,Quercus,Prinoideae,QUE001916
1918,QUE001918,AR-MG387,,Quercus alba,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,"Woody area, roadside.",,,,,Quercus alba L.,,,,,,,,34.80299,-92.32599,363 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184682,MOR<USA-IL>: Garner et al. AR-MG387,,DNA Barcoding,wild,34.80299,-92.32599,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001254,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001254_S3_L001_R1_001.fastq.gz,OAK-MOR-001254_S3_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Arkansas,subg. Quercus,Quercus,Albae,QUE001918
1920,QUE001920,AR-MG389,,Quercus alba,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,"Woody area, roadside.",,,,,Quercus alba L.,,,,,,,,34.80306,-92.32555,358 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184684,MOR<USA-IL>: Garner et al. AR-MG389,,Rangewide,wild,34.80306,-92.32555,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001388,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001388_S28_L001_R1_001.fastq.gz,OAK-MOR-001388_S28_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus alba from USA:Arkansas,subg. Quercus,Quercus,Albae,QUE001920
1922,QUE001922,AR-MG391,,Quercus macrocarpa,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,Woody area.,,,,,Quercus alba L.|Quercus macrocarpa,Hipp,3/9/21,molecularDet,,,,,34.80280,-92.32557,315 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184686,MOR<USA-IL>: Garner et al. AR-MG391,,Rangewide,wild,34.80280,-92.32557,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001389,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001389_S29_L001_R1_001.fastq.gz,OAK-MOR-001389_S29_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Arkansas,subg. Quercus,Quercus,Prinoideae,QUE001922
1923,QUE001923,AR-MG392,,Quercus stellata,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,"Woody area, roadside.",,,,,Quercus stellata Wangenh.,,,,,,,,34.80348,-92.32590,472 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184687,MOR<USA-IL>: Garner et al. AR-MG392,,Rangewide,wild,34.80348,-92.32590,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001390,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001390_S30_L001_R1_001.fastq.gz,OAK-MOR-001390_S30_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus stellata from USA:Arkansas,subg. Quercus,Quercus,Stellatae,QUE001923
1924,QUE001924,AR-MG393,,Quercus macrocarpa,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,Near bridge over creek,,,,,Quercus macrocarpa Michx.,,,,,,,,34.80377,-92.32698,101 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184688,MOR<USA-IL>: Garner et al. AR-MG393,,Rangewide,wild,34.80377,-92.32698,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001391,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001391_S31_L001_R1_001.fastq.gz,OAK-MOR-001391_S31_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Arkansas,subg. Quercus,Quercus,Prinoideae,QUE001924
1925,QUE001925,AR-MG394,,Quercus stellata,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,"Woody area, roadside.",,,,,Quercus stellata Wangenh.,,,,,,,,34.80427,-92.32652,341 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184689,MOR<USA-IL>: Garner et al. AR-MG394,,Rangewide,wild,34.80427,-92.32652,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001392,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001392_S32_L001_R1_001.fastq.gz,OAK-MOR-001392_S32_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus stellata from USA:Arkansas,subg. Quercus,Quercus,Stellatae,QUE001925
1927,QUE001927,AR-MG396,,Quercus bicolor,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,"Woody area, roadside.",,,,,Quercus lyrata Walter|Quercus bicolor,Hipp and Garner,2/7/22,molecularDet & based upon Specimen,,,,,34.80445,-92.32640,315 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184691,MOR<USA-IL>: Garner et al. AR-MG396,,DNA Barcoding,wild,34.80445,-92.32640,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001652,phylo|macrocarpa,Illumina HiSeq 4000|Illumina MiSeq (failed),OAK-MOR-001652_S175_L007_R1_001.fastq.gz,OAK-MOR-001652_S175_L007_R2_001.fastq.gz,"Note this is listed as macrocarpa dataset in the phylo project, but I don't think it was in the macrocarpa project??? At least not the spreadsheet of samples, unless I missed it. MH 20201228| There is also a Q lyrata OAK-MOR-1652-55-LOO1. Based upon the extraction this would appear to be a duplicate run of the same extraction although I don't seem to have this noted anywhere|Note there were 2 specimens attributed to OAK-MOR-001652 in this database due to a specimen code having 2 numbers switched in the extraction sheet. (QUE001927vs QUE001972, we believe this is the correct sample for what was HYB-SEQed. MH 20210311|Sequenced 2x: OAK-MOR-001652_S175_L007_R1_001.fastq.gz, OAK-MOR-001652_S175_L007_R2_001.fastq.gz; OAK-MOR-001652_S55_L001_R1_001.fastq.gz, OAK-MOR-001652_S55_L001_R2_001.fastq.gz (20240903)",,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Arkansas,subg. Quercus,Quercus,Prinoideae,QUE001927
1928,QUE001928,AR-MG397,,Quercus macrocarpa,6/22/17,"Mira Garner, Sara Desmond, Eric Sundell",HIPP,USA,Arkansas,Pulaski,County,"Little Rock, Burns Park",,"Woody area, roadside.",,,,,Quercus macrocarpa Michx.,,,,,,,,34.80445,-92.32612,337 ft,,,,"Characterization of Native Oak Germplasm, Quercus macrocarpa and related white oaks. USDA SCA 58-8020-5-005",,The Morton Arboretum (MOR),,,,184692,MOR<USA-IL>: Garner et al. AR-MG397,,Rangewide,wild,34.80445,-92.32612,NA-Wild collected,USA,Arkansas,,,OAK-MOR-001393,Hyb-SEQ-macrocarpa,Illumina MiSeq,OAK-MOR-001393_S33_L001_R1_001.fastq.gz,OAK-MOR-001393_S33_L001_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Arkansas,subg. Quercus,Quercus,Prinoideae,QUE001928
