sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
MO-MG401	OAK-MOR-001255	HybSeq using Quercus custom baits of Quercus alba from USA:Missouri:Shannon County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001255_S11_L001_R1_001.fastq.gz	OAK-MOR-001255_S11_L001_R2_001.fastq.gz				
MO-MG402	OAK-MOR-001256	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri:Shannon County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001256_S6_L001_R1_001.fastq.gz	OAK-MOR-001256_S6_L001_R2_001.fastq.gz				
MO-MG405	OAK-MOR-001396	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Missouri:Shannon County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001396_S36_L001_R1_001.fastq.gz	OAK-MOR-001396_S36_L001_R2_001.fastq.gz				
MN-MG493	OAK-MOR-001261	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Winona County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001261_S15_L001_R1_001.fastq.gz	OAK-MOR-001261_S15_L001_R2_001.fastq.gz				
MN-MG494	OAK-MOR-001397	HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Minnesota:Winona County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001397_S37_L001_R1_001.fastq.gz	OAK-MOR-001397_S37_L001_R2_001.fastq.gz				
MN-MG496	OAK-MOR-001398	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Minnesota:Winona County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001398_S38_L001_R1_001.fastq.gz	OAK-MOR-001398_S38_L001_R2_001.fastq.gz				
MN-MG499	OAK-MOR-001399	HybSeq using Quercus custom baits of Quercus alba from USA:Minnesota:Winona County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001399_S39_L001_R1_001.fastq.gz	OAK-MOR-001399_S39_L001_R2_001.fastq.gz				
MN-MG503	OAK-MOR-001400	HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Minnesota:Winona County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001400_S40_L001_R1_001.fastq.gz	OAK-MOR-001400_S40_L001_R2_001.fastq.gz				
MB-MG507	OAK-MOR-001262	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001262_S16_L001_R1_001.fastq.gz	OAK-MOR-001262_S16_L001_R2_001.fastq.gz				
MB-MG511	OAK-MOR-001401	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001401_S41_L001_R1_001.fastq.gz	OAK-MOR-001401_S41_L001_R2_001.fastq.gz				
MB-MG515	OAK-MOR-001402	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001402_S42_L001_R1_001.fastq.gz	OAK-MOR-001402_S42_L001_R2_001.fastq.gz				
MB-MG516	OAK-MOR-001403	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001403_S43_L001_R1_001.fastq.gz	OAK-MOR-001403_S43_L001_R2_001.fastq.gz				
MB-MG519	OAK-MOR-001263	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001263_S17_L001_R1_001.fastq.gz	OAK-MOR-001263_S17_L001_R2_001.fastq.gz				
MB-MG525	OAK-MOR-001404	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001404_S44_L001_R1_001.fastq.gz	OAK-MOR-001404_S44_L001_R2_001.fastq.gz				
MB-MG527	OAK-MOR-001264	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001264_S18_L001_R1_001.fastq.gz	OAK-MOR-001264_S18_L001_R2_001.fastq.gz				
MB-MG530	OAK-MOR-001405	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001405_S45_L001_R1_001.fastq.gz	OAK-MOR-001405_S45_L001_R2_001.fastq.gz				
MB-MG535	OAK-MOR-001406	HybSeq using Quercus custom baits of Quercus macrocarpa from Canada:Manitoba	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001406_S46_L001_R1_001.fastq.gz	OAK-MOR-001406_S46_L001_R2_001.fastq.gz				
WI-MG536	OAK-MOR-001407	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Sawyer County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001407_S47_L001_R1_001.fastq.gz	OAK-MOR-001407_S47_L001_R2_001.fastq.gz				
WI-MG538	OAK-MOR-001265	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Sawyer County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001265_S19_L001_R1_001.fastq.gz	OAK-MOR-001265_S19_L001_R2_001.fastq.gz				
WI-MG541	OAK-MOR-001408	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin:Sawyer County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001408_S48_L001_R1_001.fastq.gz	OAK-MOR-001408_S48_L001_R2_001.fastq.gz				
Minooka 2	OAK-MOR-001266	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas:Russell County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001266_S20_L001_R1_001.fastq.gz	OAK-MOR-001266_S20_L001_R2_001.fastq.gz				
Minooka 3	OAK-MOR-001409	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas:Russell County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001409_S49_L001_R1_001.fastq.gz	OAK-MOR-001409_S49_L001_R2_001.fastq.gz				
Minooka 4	OAK-MOR-001410	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas:Russell County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001410_S50_L001_R1_001.fastq.gz	OAK-MOR-001410_S50_L001_R2_001.fastq.gz				
Salina 3	OAK-MOR-001411	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas:Saline County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001411_S51_L001_R1_001.fastq.gz	OAK-MOR-001411_S51_L001_R2_001.fastq.gz				
Salina 4	OAK-MOR-001412	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Kansas:Saline County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001412_S52_L001_R1_001.fastq.gz	OAK-MOR-001412_S52_L001_R2_001.fastq.gz				
Chickenbristle 1	OAK-MOR-001413	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Douglas County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001413_S53_L001_R1_001.fastq.gz	OAK-MOR-001413_S53_L001_R2_001.fastq.gz				
Chickenbristle 2	OAK-MOR-001414	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Douglas County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001414_S54_L001_R1_001.fastq.gz	OAK-MOR-001414_S54_L001_R2_001.fastq.gz				
Chickenbristle 3	OAK-MOR-001267	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Douglas County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001267_S15_L001_R1_001.fastq.gz	OAK-MOR-001267_S15_L001_R2_001.fastq.gz				
Chickenbristle 4	OAK-MOR-001268	HybSeq using Quercus custom baits of Quercus alba from USA:Illinois:Douglas County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001268_S12_L001_R1_001.fastq.gz	OAK-MOR-001268_S12_L001_R2_001.fastq.gz				
Chickenbristle 5	OAK-MOR-001415	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Douglas County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001415_S55_L001_R1_001.fastq.gz	OAK-MOR-001415_S55_L001_R2_001.fastq.gz				
IL-MG602	OAK-MOR-001269	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Jackson County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001269_ste_S42_L001_R1_001.fastq.gz	OAK-MOR-001269_ste_S42_L001_R2_001.fastq.gz				
IL-MG603	OAK-MOR-001270	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Jackson County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001270_mac_S2_L001_R1_001.fastq.gz	OAK-MOR-001270_mac_S2_L001_R2_001.fastq.gz				
IL-MG604	OAK-MOR-001416	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Jackson County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001416_S56_L001_R1_001.fastq.gz	OAK-MOR-001416_S56_L001_R2_001.fastq.gz				
IL-MG605	OAK-MOR-001417	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Jackson County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001417_S57_L001_R1_001.fastq.gz	OAK-MOR-001417_S57_L001_R2_001.fastq.gz				
IN-MG606	OAK-MOR-001271	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Lawrence County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001271_mac_S3_L001_R1_001.fastq.gz	OAK-MOR-001271_mac_S3_L001_R2_001.fastq.gz				
IN-MG607	OAK-MOR-001272	HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Indiana:Lawrence County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001272_S6_L001_R1_001.fastq.gz	OAK-MOR-001272_S6_L001_R2_001.fastq.gz				
IN-MG608	OAK-MOR-001418	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Lawrence County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001418_S58_L001_R1_001.fastq.gz	OAK-MOR-001418_S58_L001_R2_001.fastq.gz				
IN-MG612	OAK-MOR-001273	HybSeq using Quercus custom baits of Quercus alba from USA:Indiana:Lawrence County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001273_alb_S17_L001_R1_001.fastq.gz	OAK-MOR-001273_alb_S17_L001_R2_001.fastq.gz				
IN-MG613	OAK-MOR-001419	HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Indiana:Lawrence County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001419_S59_L001_R1_001.fastq.gz	OAK-MOR-001419_S59_L001_R2_001.fastq.gz				
IN-MG617	OAK-MOR-001420	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Lawrence County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001420_S60_L001_R1_001.fastq.gz	OAK-MOR-001420_S60_L001_R2_001.fastq.gz				
IN-MG619	OAK-MOR-001274	HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Indiana:Lawrence County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001274_S16_L001_R1_001.fastq.gz	OAK-MOR-001274_S16_L001_R2_001.fastq.gz				
IN-MG620	OAK-MOR-001421	HybSeq using Quercus custom baits of Quercus (alba x muehlenbergii) from USA:Indiana:Grant County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001421_S61_L001_R1_001.fastq.gz	OAK-MOR-001421_S61_L001_R2_001.fastq.gz				
IN-MG622	OAK-MOR-001275	HybSeq using Quercus custom baits of Quercus muehlenbergii from USA:Indiana:Grant County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001275_S7_L001_R1_001.fastq.gz	OAK-MOR-001275_S7_L001_R2_001.fastq.gz				
IN-MG623	OAK-MOR-001276	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Grant County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001276_S17_L001_R1_001.fastq.gz	OAK-MOR-001276_S17_L001_R2_001.fastq.gz				
IN-MG624	OAK-MOR-001422	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Grant County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001422_S62_L001_R1_001.fastq.gz	OAK-MOR-001422_S62_L001_R2_001.fastq.gz				
IN-MG626	OAK-MOR-001277	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Grant County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001277_S4_L001_R1_001.fastq.gz	OAK-MOR-001277_S4_L001_R2_001.fastq.gz				
IN-MG627	OAK-MOR-001423	HybSeq using Quercus custom baits of Quercus xbebbiana from USA:Indiana:Grant County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001423_S63_L001_R1_001.fastq.gz	OAK-MOR-001423_S63_L001_R2_001.fastq.gz				
IN-MG628	OAK-MOR-001424	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Grant County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001424_S64_L001_R1_001.fastq.gz	OAK-MOR-001424_S64_L001_R2_001.fastq.gz				
IN-MG629	OAK-MOR-001278	HybSeq using Quercus custom baits of Quercus alba from USA:Indiana:Grant County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001278_alb_S18_L001_R1_001.fastq.gz	OAK-MOR-001278_alb_S18_L001_R2_001.fastq.gz				
IN-MG630	OAK-MOR-001425	HybSeq using Quercus custom baits of Quercus alba from USA:Indiana:Grant County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001425_S65_L001_R1_001.fastq.gz	OAK-MOR-001425_S65_L001_R2_001.fastq.gz				
IN-MG631	OAK-MOR-001426	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001426_S66_L001_R1_001.fastq.gz	OAK-MOR-001426_S66_L001_R2_001.fastq.gz				
IN-MG635	OAK-MOR-001427	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001427_S67_L001_R1_001.fastq.gz	OAK-MOR-001427_S67_L001_R2_001.fastq.gz				
IN-MG640	OAK-MOR-001428	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Indiana:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001428_S68_L001_R1_001.fastq.gz	OAK-MOR-001428_S68_L001_R2_001.fastq.gz				
IN-MG642	OAK-MOR-001279	HybSeq using Quercus custom baits of Quercus alba from USA:Indiana:Porter County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001279_S5_L001_R1_001.fastq.gz	OAK-MOR-001279_S5_L001_R2_001.fastq.gz				
IN-MG645	OAK-MOR-001429	HybSeq using Quercus custom baits of Quercus alba from USA:Indiana:Porter County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001429_S69_L001_R1_001.fastq.gz	OAK-MOR-001429_S69_L001_R2_001.fastq.gz				
IN-MG649	OAK-MOR-001430	HybSeq using Quercus custom baits of Quercus alba from USA:Indiana:Porter County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001430_S1_L001_R1_001.fastq.gz	OAK-MOR-001430_S1_L001_R2_001.fastq.gz				
QUMAC-1028	OAK-MOR-001280	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Connecticut:Litchfield County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001280_S6_L001_R1_001.fastq.gz	OAK-MOR-001280_S6_L001_R2_001.fastq.gz				
QUAL-1029	OAK-MOR-001281	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Connecticut:Litchfield County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001281_S7_L001_R1_001.fastq.gz	OAK-MOR-001281_S7_L001_R2_001.fastq.gz				
QUMAC-1031	OAK-MOR-001432	HybSeq using Quercus custom baits of Quercus xschuettei from USA:Massachusetts:Berkshire County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001432_S3_L001_R1_001.fastq.gz	OAK-MOR-001432_S3_L001_R2_001.fastq.gz				
QUMAC-1032	OAK-MOR-001282	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Massachusetts:Berkshire County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001282_mac_S6_L001_R1_001.fastq.gz	OAK-MOR-001282_mac_S6_L001_R2_001.fastq.gz				
QUMAC-1033	OAK-MOR-001433	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Vermont:Bennington County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001433_S4_L001_R1_001.fastq.gz	OAK-MOR-001433_S4_L001_R2_001.fastq.gz				
QUMAC-1034	OAK-MOR-001434	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Vermont:Bennington County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001434_S70_L001_R1_001.fastq.gz	OAK-MOR-001434_S70_L001_R2_001.fastq.gz				
QUMAC-1035	OAK-MOR-001435	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Vermont:Bennington County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001435_S5_L001_R1_001.fastq.gz	OAK-MOR-001435_S5_L001_R2_001.fastq.gz				
QUMAC-1036	OAK-MOR-001283	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Vermont:Rutland County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001283_S8_L001_R1_001.fastq.gz	OAK-MOR-001283_S8_L001_R2_001.fastq.gz				
QUAL-1037	OAK-MOR-001284	HybSeq using Quercus custom baits of Quercus alba from USA:Vermont:Rutland County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001284_S9_L001_R1_001.fastq.gz	OAK-MOR-001284_S9_L001_R2_001.fastq.gz				
QUMAC-1038	OAK-MOR-001436	HybSeq using Quercus custom baits of Quercus xschuettei from USA:Vermont:Rutland County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001436_S6_L001_R1_001.fastq.gz	OAK-MOR-001436_S6_L001_R2_001.fastq.gz				
